,doc_id,sentence,word_number
38557,T970208.96,56369,26
38558,T970208.96,56370,14
38559,T970208.96,56371,45
38560,T970208.96,56372,16
38561,T970208.96,56373,29
38562,T970208.96,56374,2
38563,T970210.144,56375,3
38564,T970210.144,56376,13
38565,T970210.144,56377,3
38566,T970210.144,56378,16
38567,T970210.144,56379,2
38568,T970210.144,56380,33
38569,T970210.144,56381,19
38570,T970210.144,56382,21
38571,T970210.144,56383,10
38572,T970210.144,56384,6
38573,T970210.144,56385,16
38574,T970210.144,56386,14
38575,T970210.144,56387,48
38576,T970210.144,56388,34
38577,T970210.144,56389,9
38578,T970210.144,56390,15
38579,T970210.144,56391,25
38580,T970210.144,56392,55
38581,T970210.144,56393,21
38582,T970210.144,56394,12
38583,T970210.144,56395,28
38584,T970210.144,56396,26
38585,T970210.144,56397,6
38586,T970210.144,56398,17
38587,T970210.144,56399,6
38588,T970210.144,56400,8
38589,T970210.144,56401,8
38590,T970210.144,56402,14
38591,T970210.144,56403,15
38592,T970210.144,56404,15
38593,T970210.144,56405,15
38594,T970210.144,56406,8
38595,T970210.144,56407,27
38596,T970210.144,56408,14
38597,T970210.144,56409,15
38598,T970210.144,56410,8
38599,T970211.279,56411,5
38600,T970211.279,56412,13
38601,T970211.279,56413,5
38602,T970211.279,56414,18
38603,T970211.279,56415,11
38604,T970211.279,56416,18
38605,T970211.279,56417,8
38606,T970211.279,56418,23
38607,T970211.279,56419,8
38608,T970211.279,56420,7
38609,T970211.279,56421,11
38610,T970211.279,56422,6
38611,T970211.279,56423,14
38612,T970211.279,56424,7
38613,T970211.279,56425,11
38614,T970211.279,56426,11
38615,T970211.279,56427,9
38616,T970211.279,56428,18
38617,T970211.279,56429,11
38618,T970211.279,56430,15
38619,T970211.279,56431,8
38620,T970211.279,56432,19
38621,T970211.279,56433,19
38622,T970211.279,56434,13
38623,T970211.279,56435,9
38624,T970211.279,56436,24
38625,T970211.279,56437,10
38626,T970211.279,56438,25
38627,T970211.279,56439,4
38628,T970211.279,56440,20
38629,T970211.279,56441,25
38630,T970211.279,56442,12
38631,T970211.279,56443,19
38632,T970211.279,56444,5
38633,T970211.279,56445,21
38634,T970211.279,56446,9
38635,T970211.279,56447,27
38636,T970211.279,56448,8
38637,T970211.279,56449,19
38638,T970211.279,56450,7
38639,T970211.279,56451,5
38640,T970211.279,56452,18
38641,T970211.279,56453,7
38642,T970211.279,56454,15
38643,T970211.279,56455,11
38644,T970211.279,56456,15
38645,T970211.279,56457,16
38646,T970211.279,56458,18
38647,T970211.279,56459,8
38648,T970211.279,56460,6
38649,T970211.279,56461,11
38650,T970211.279,56462,6
38651,T970211.279,56463,3
38652,T970211.279,56464,14
38653,T970211.279,56465,18
38654,T970211.279,56466,7
38655,T970211.279,56467,19
38656,T970211.279,56468,27
38657,T970211.279,56469,10
38658,T970211.279,56470,29
38659,T970211.279,56471,28
38660,T970211.279,56472,18
38661,T970211.279,56473,14
38662,T970211.279,56474,14
38663,T970211.279,56475,16
38664,T970211.279,56476,29
38665,T970211.279,56477,19
38666,T970211.279,56478,18
38667,T970211.279,56479,7
38668,T970212.32,56480,11
38669,T970212.32,56481,9
38670,T970212.32,56482,11
38671,T970212.32,56483,4
38672,T970212.32,56484,40
38673,T970212.32,56485,26
38674,T970212.32,56486,20
38675,T970212.32,56487,19
38676,T970212.32,56488,15
38677,T970212.32,56489,16
38678,T970212.32,56490,6
38679,T970212.32,56491,20
38680,T970212.32,56492,9
38681,T970212.32,56493,25
38682,T970212.32,56494,30
38683,T970212.32,56495,12
38684,T970212.32,56496,9
38685,T970212.32,56497,25
38686,T970212.32,56498,12
38687,T970212.32,56499,10
38688,T970212.32,56500,31
38689,T970212.32,56501,10
38690,T970212.32,56502,14
38691,T970212.32,56503,16
38692,T970212.32,56504,17
38693,T970212.32,56505,29
38694,T970212.32,56506,19
38695,T970212.32,56507,19
38696,T970212.32,56508,33
38697,T970212.32,56509,18
38698,T970212.32,56510,19
38699,T970212.32,56511,14
38700,T970212.32,56512,13
38701,T970212.32,56513,15
38702,T970212.32,56514,11
38703,T970212.32,56515,26
38704,T970212.32,56516,18
38705,T970212.32,56517,10
38706,T970212.32,56518,2
38707,T970213.176,56519,1
38708,T970213.176,56520,7
38709,T970213.176,56521,7
38710,T970213.176,56522,50
38711,T970213.176,56523,9
38712,T970213.176,56524,26
38713,T970213.176,56525,23
38714,T970213.176,56526,11
38715,T970213.176,56527,29
38716,T970213.176,56528,20
38717,T970213.176,56529,24
38718,T970213.176,56530,25
38719,T970213.176,56531,18
38720,T970213.176,56532,6
38721,T970213.176,56533,43
38722,T970213.176,56534,24
38723,T970213.176,56535,21
38724,T970213.176,56536,17
38725,T970213.176,56537,40
38726,T970213.176,56538,33
38727,T970213.176,56539,34
38728,T970213.176,56540,13
38729,T970213.176,56541,10
38730,T970213.176,56542,62
38731,T970213.176,56543,25
38732,T970213.176,56544,39
38733,T970213.176,56545,10
38734,T970213.176,56546,15
38735,T970213.176,56547,11
38736,T970213.176,56548,11
38737,T970213.176,56549,12
38738,T970213.176,56550,30
38739,T970213.176,56551,24
38740,T970213.176,56552,2
38741,T970213.389,56553,4
38742,T970213.389,56554,13
38743,T970213.389,56555,6
38744,T970213.389,56556,28
38745,T970213.389,56557,27
38746,T970213.389,56558,21
38747,T970213.389,56559,16
38748,T970213.389,56560,20
38749,T970213.389,56561,9
38750,T970213.389,56562,11
38751,T970213.389,56563,69
38752,T970213.389,56564,24
38753,T970213.389,56565,16
38754,T970213.389,56566,30
38755,T970213.389,56567,7
38756,T970213.389,56568,14
38757,T970213.389,56569,18
38758,T970213.389,56570,15
38759,T970213.389,56571,11
38760,T970213.389,56572,12
38761,T970213.389,56573,8
38762,T970213.389,56574,11
38763,T970213.389,56575,9
38764,T970213.389,56576,12
38765,T970213.389,56577,26
38766,T970213.389,56578,13
38767,T970213.389,56579,41
38768,T970213.389,56580,56
38769,T970214.267,56581,6
38770,T970214.267,56582,4
38771,T970214.267,56583,51
38772,T970214.267,56584,20
38773,T970214.267,56585,20
38774,T970214.267,56586,13
38775,T970214.267,56587,25
38776,T970214.267,56588,14
38777,T970214.267,56589,31
38778,T970214.267,56590,19
38779,T970214.267,56591,29
38780,T970214.267,56592,17
38781,T970214.267,56593,21
38782,T970214.267,56594,26
38783,T970214.267,56595,45
38784,T970214.267,56596,23
38785,T970214.267,56597,31
38786,T970214.267,56598,16
38787,T970214.267,56599,38
38788,T970214.267,56600,10
38789,T970214.267,56601,13
38790,T970214.267,56602,4
38791,T970214.267,56603,54
38792,T970214.267,56604,31
38793,T970214.267,56605,28
38794,T970214.267,56606,86
38795,T970214.267,56607,23
38796,T970214.267,56608,36
38797,T970214.267,56609,28
38798,T970214.267,56610,28
38799,T970214.267,56611,44
38800,T970214.267,56612,40
38801,T970214.267,56613,22
38802,T970214.267,56614,51
38803,T970214.267,56615,33
38804,T970214.267,56616,9
38805,T970214.267,56617,30
38806,T970214.267,56618,28
38807,T970214.267,56619,60
38808,T970214.267,56620,24
38809,T970214.267,56621,19
38810,T970214.267,56622,24
38811,T970214.267,56623,39
38812,T970214.267,56624,36
38813,T970214.267,56625,16
38814,T970214.267,56626,36
38815,T970214.267,56627,5
38816,T970214.267,56628,28
38817,T970214.267,56629,20
38818,T970214.267,56630,35
38819,T970214.267,56631,23
38820,T970214.267,56632,29
38821,T970214.267,56633,32
38822,T970214.267,56634,23
38823,T970214.267,56635,36
38824,T970214.267,56636,16
38825,T970214.267,56637,10
38826,T970214.267,56638,18
38827,T970214.267,56639,12
38828,T970214.267,56640,62
38829,T970214.267,56641,12
38830,T970214.267,56642,18
38831,T970214.267,56643,30
38832,T970214.267,56644,41
38833,T970214.267,56645,16
38834,T970214.267,56646,32
38835,T970214.267,56647,3
38836,T970214.267,56648,22
38837,T970214.267,56649,16
38838,T970214.267,56650,19
38839,T970214.267,56651,17
38840,T970214.267,56652,23
38841,T970214.267,56653,10
38842,T970214.267,56654,15
38843,T970214.267,56655,22
38844,T970214.267,56656,26
38845,T970217.164,56676,4
38846,T970217.164,56677,11
38847,T970217.164,56678,14
38848,T970217.164,56679,3
38849,T970217.164,56680,18
38850,T970217.164,56681,32
38851,T970217.164,56682,16
38852,T970217.164,56683,8
38853,T970217.164,56684,30
38854,T970217.164,56685,23
38855,T970217.164,56686,13
38856,T970217.164,56687,14
38857,T970217.164,56688,24
38858,T970217.164,56689,25
38859,T970217.164,56690,23
38860,T970217.164,56691,33
38861,T970217.164,56692,18
38862,T970217.164,56693,18
38863,T970217.164,56694,25
38864,T970217.164,56695,11
38865,T970217.164,56696,12
38866,T970217.164,56697,13
38867,T970217.164,56698,10
38868,T970217.164,56699,9
38869,T970217.164,56700,28
38870,T970217.164,56701,10
38871,T970217.164,56702,6
38872,T970217.164,56703,29
38873,T970217.164,56704,29
38874,T970217.164,56705,19
38875,T970217.164,56706,27
38876,T970217.164,56707,12
38877,T970217.164,56708,4
38878,T970217.164,56709,8
38879,T970217.164,56710,15
38880,T970217.164,56711,11
38881,T970217.164,56712,8
38882,T970217.164,56713,10
38883,T970217.238,56714,5
38884,T970217.238,56715,20
38885,T970217.238,56716,13
38886,T970217.238,56717,18
38887,T970217.238,56718,9
38888,T970217.238,56719,41
38889,T970217.238,56720,21
38890,T970217.238,56721,16
38891,T970217.238,56722,26
38892,T970217.238,56723,12
38893,T970217.238,56724,24
38894,T970217.238,56725,17
38895,T970217.238,56726,23
38896,T970217.238,56727,13
38897,T970217.238,56728,23
38898,T970217.238,56729,11
38899,T970217.238,56730,22
38900,T970217.238,56731,23
38901,T970217.238,56732,19
38902,T970217.238,56733,27
38903,T970217.238,56734,24
38904,T970217.238,56735,24
38905,T970217.238,56736,2
38906,T970217.238,56737,8
38907,T970217.238,56738,19
38908,T970217.58,56657,4
38909,T970217.58,56658,8
38910,T970217.58,56659,3
38911,T970217.58,56660,4
38912,T970217.58,56661,23
38913,T970217.58,56662,29
38914,T970217.58,56663,16
38915,T970217.58,56664,14
38916,T970217.58,56665,24
38917,T970217.58,56666,18
38918,T970217.58,56667,19
38919,T970217.58,56668,34
38920,T970217.58,56669,40
38921,T970217.58,56670,38
38922,T970217.58,56671,20
38923,T970217.58,56672,36
38924,T970217.58,56673,28
38925,T970217.58,56674,6
38926,T970217.58,56675,38
38927,T970218.173,56739,4
38928,T970218.173,56740,13
38929,T970218.173,56741,32
38930,T970218.173,56742,56
38931,T970218.173,56743,21
38932,T970218.173,56744,31
38933,T970218.173,56745,16
38934,T970218.173,56746,30
38935,T970218.173,56747,25
38936,T970218.173,56748,32
38937,T970218.173,56749,13
38938,T970218.173,56750,31
38939,T970218.173,56751,24
38940,T970218.173,56752,23
38941,T970218.173,56753,15
38942,T970218.173,56754,35
38943,T970218.173,56755,55
38944,T970218.173,56756,34
38945,T970218.173,56757,2
38946,T970218.173,56758,14
38947,T970218.173,56759,3
38948,T970218.173,56760,9
38949,T970218.173,56761,11
38950,T970219.240,56762,6
38951,T970219.240,56763,19
38952,T970219.240,56764,8
38953,T970219.240,56765,30
38954,T970219.240,56766,19
38955,T970219.240,56767,40
38956,T970219.240,56768,16
38957,T970219.240,56769,21
38958,T970219.240,56770,28
38959,T970219.240,56771,8
38960,T970219.240,56772,26
38961,T970219.240,56773,26
38962,T970219.240,56774,13
38963,T970219.240,56775,21
38964,T970219.240,56776,9
38965,T970219.240,56777,17
38966,T970219.240,56778,13
38967,T970219.240,56779,3
38968,T970219.240,56780,16
38969,T970219.240,56781,41
38970,T970219.240,56782,7
38971,T970219.240,56783,12
38972,T970219.240,56784,66
38973,T970219.240,56785,40
38974,T970219.240,56786,11
38975,T970219.240,56787,7
38976,T970219.240,56788,5
38977,T970219.240,56789,14
38978,T970219.240,56790,21
38979,T970219.240,56791,34
38980,T970219.240,56792,24
38981,T970219.240,56793,22
38982,T970219.240,56794,2
38983,T970222.290,56795,3
38984,T970222.290,56796,5
38985,T970222.290,56797,13
38986,T970222.290,56798,3
38987,T970222.290,56799,7
38988,T970222.290,56800,9
38989,T970222.290,56801,31
38990,T970222.290,56802,9
38991,T970222.290,56803,24
38992,T970222.290,56804,21
38993,T970222.290,56805,35
38994,T970222.290,56806,22
38995,T970222.290,56807,13
38996,T970222.290,56808,40
38997,T970222.290,56809,27
38998,T970222.290,56810,30
38999,T970222.290,56811,19
39000,T970222.290,56812,15
39001,T970222.290,56813,23
39002,T970222.290,56814,26
39003,T970222.290,56815,18
39004,T970222.290,56816,23
39005,T970222.290,56817,29
39006,T970222.290,56818,7
39007,T970222.290,56819,20
39008,T970222.290,56820,22
39009,T970222.290,56821,12
39010,T970222.290,56822,12
39011,T970222.290,56823,7
39012,T970222.290,56824,12
39013,T970224.138,56825,2
39014,T970224.138,56826,5
39015,T970224.138,56827,19
39016,T970224.138,56828,15
39017,T970224.138,56829,22
39018,T970224.138,56830,25
39019,T970224.138,56831,17
39020,T970224.138,56832,20
39021,T970224.138,56833,44
39022,T970224.138,56834,26
39023,T970224.138,56835,17
39024,T970224.138,56836,15
39025,T970224.138,56837,31
39026,T970224.138,56838,18
39027,T970224.138,56839,17
39028,T970224.138,56840,24
39029,T970224.138,56841,12
39030,T970224.138,56842,26
39031,T970224.138,56843,26
39032,T970224.138,56844,4
39033,T970224.138,56845,16
39034,T970224.138,56846,3
39035,T970224.138,56847,10
39036,T970224.138,56848,6
39037,T970301.231,56849,4
39038,T970301.231,56850,19
39039,T970301.231,56851,3
39040,T970301.231,56852,3
39041,T970301.231,56853,9
39042,T970301.231,56854,22
39043,T970301.231,56855,13
39044,T970301.231,56856,36
39045,T970301.231,56857,33
39046,T970301.231,56858,11
39047,T970301.231,56859,29
39048,T970301.231,56860,35
39049,T970301.231,56861,37
39050,T970301.231,56862,15
39051,T970301.231,56863,13
39052,T970301.231,56864,39
39053,T970301.231,56865,34
39054,T970301.231,56866,18
39055,T970301.231,56867,10
39056,T970301.231,56868,5
39057,T970301.231,56869,16
39058,T970301.231,56870,13
39059,T970301.231,56871,19
39060,T970301.231,56872,8
39061,T970301.231,56873,11
39062,T970301.231,56874,28
39063,T970301.231,56875,34
39064,T970301.231,56876,46
39065,T970301.231,56877,27
39066,T970301.231,56878,19
39067,T970301.231,56879,44
39068,T970301.231,56880,15
39069,T970301.231,56881,27
39070,T970301.231,56882,22
39071,T970301.231,56883,15
39072,T970301.231,56884,25
39073,T970301.231,56885,23
39074,T970301.231,56886,33
39075,T970301.231,56887,12
39076,T970301.231,56888,4
39077,T970301.377,56889,7
39078,T970301.377,56890,13
39079,T970301.377,56891,12
39080,T970301.377,56892,30
39081,T970301.377,56893,12
39082,T970301.377,56894,21
39083,T970301.377,56895,33
39084,T970301.377,56896,21
39085,T970301.377,56897,22
39086,T970301.377,56898,17
39087,T970301.377,56899,22
39088,T970301.377,56900,16
39089,T970301.377,56901,15
39090,T970301.377,56902,7
39091,T970301.377,56903,25
39092,T970301.377,56904,34
39093,T970301.377,56905,9
39094,T970301.377,56906,10
39095,T970301.377,56907,19
39096,T970301.377,56908,19
39097,T970301.377,56909,24
39098,T970301.377,56910,22
39099,T970301.377,56911,18
39100,T970301.377,56912,25
39101,T970301.377,56913,10
39102,T970301.377,56914,15
39103,T970301.377,56915,8
39104,T970301.377,56916,11
39105,T970301.377,56917,11
39106,T970301.377,56918,21
39107,T970301.377,56919,19
39108,T970301.377,56920,30
39109,T970305.162,56921,3
39110,T970305.162,56922,3
39111,T970305.162,56923,21
39112,T970305.162,56924,32
39113,T970305.162,56925,21
39114,T970305.162,56926,39
39115,T970305.162,56927,12
39116,T970305.162,56928,10
39117,T970305.162,56929,40
39118,T970305.162,56930,17
39119,T970305.162,56931,26
39120,T970305.162,56932,7
39121,T970305.162,56933,18
39122,T970305.162,56934,15
39123,T970305.162,56935,24
39124,T970305.162,56936,10
39125,T970305.162,56937,13
39126,T970305.162,56938,16
39127,T970305.162,56939,19
39128,T970305.162,56940,22
39129,T970305.162,56941,17
39130,T970305.162,56942,14
39131,T970305.162,56943,15
39132,T970305.162,56944,19
39133,T970305.162,56945,3
39134,T970305.162,56946,18
39135,T970305.162,56947,17
39136,T970305.162,56948,9
39137,T970305.162,56949,14
39138,T970305.162,56950,24
39139,T970305.162,56951,30
39140,T970305.162,56952,5
39141,T970305.162,56953,20
39142,T970305.162,56954,22
39143,T970305.162,56955,10
39144,T970305.202,56956,3
39145,T970305.202,56957,17
39146,T970305.202,56958,26
39147,T970305.202,56959,15
39148,T970305.202,56960,7
39149,T970305.202,56961,29
39150,T970305.202,56962,6
39151,T970305.202,56963,20
39152,T970305.202,56964,13
39153,T970305.202,56965,9
39154,T970305.202,56966,19
39155,T970305.202,56967,24
39156,T970305.202,56968,5
39157,T970305.202,56969,15
39158,T970305.202,56970,24
39159,T970305.202,56971,20
39160,T970305.202,56972,7
39161,T970305.202,56973,23
39162,T970305.202,56974,33
39163,T970305.202,56975,21
39164,T970305.202,56976,24
39165,T970305.202,56977,12
39166,T970305.202,56978,8
39167,T970305.202,56979,13
39168,T970305.202,56980,5
39169,T970305.202,56981,23
39170,T970305.202,56982,23
39171,T970305.202,56983,9
39172,T970305.202,56984,13
39173,T970305.202,56985,27
39174,T970305.202,56986,12
39175,T970305.202,56987,13
39176,T970305.202,56988,10
39177,T970305.202,56989,2
39178,T970305.202,56990,6
39179,T970307.139,57022,5
39180,T970307.139,57023,19
39181,T970307.139,57024,12
39182,T970307.139,57025,28
39183,T970307.139,57026,19
39184,T970307.139,57027,22
39185,T970307.139,57028,35
39186,T970307.139,57029,12
39187,T970307.139,57030,18
39188,T970307.139,57031,33
39189,T970307.139,57032,29
39190,T970307.139,57033,38
39191,T970307.139,57034,17
39192,T970307.139,57035,20
39193,T970307.139,57036,29
39194,T970307.139,57037,36
39195,T970307.139,57038,21
39196,T970307.139,57039,27
39197,T970307.139,57040,4
39198,T970307.139,57041,2
39199,T970307.266,57042,3
39200,T970307.266,57043,2
39201,T970307.266,57044,74
39202,T970307.266,57045,16
39203,T970307.266,57046,8
39204,T970307.266,57047,25
39205,T970307.266,57048,23
39206,T970307.266,57049,7
39207,T970307.266,57050,7
39208,T970307.266,57051,1
39209,T970307.266,57052,39
39210,T970307.266,57053,26
39211,T970307.266,57054,47
39212,T970307.266,57055,32
39213,T970307.266,57056,6
39214,T970307.266,57057,13
39215,T970307.266,57058,2
39216,T970307.266,57059,1
39217,T970307.266,57060,46
39218,T970307.266,57061,41
39219,T970307.266,57062,23
39220,T970307.266,57063,10
39221,T970307.266,57064,4
39222,T970307.266,57065,1
39223,T970307.266,57066,27
39224,T970307.266,57067,52
39225,T970307.266,57068,22
39226,T970307.266,57069,2
39227,T970307.266,57070,3
39228,T970307.266,57071,1
39229,T970307.266,57072,28
39230,T970307.266,57073,17
39231,T970307.42,56991,3
39232,T970307.42,56992,14
39233,T970307.42,56993,4
39234,T970307.42,56994,30
39235,T970307.42,56995,37
39236,T970307.42,56996,17
39237,T970307.42,56997,35
39238,T970307.42,56998,9
39239,T970307.42,56999,7
39240,T970307.42,57000,43
39241,T970307.42,57001,26
39242,T970307.42,57002,31
39243,T970307.42,57003,11
39244,T970307.42,57004,29
39245,T970307.42,57005,35
39246,T970307.42,57006,46
39247,T970307.42,57007,53
39248,T970307.42,57008,7
39249,T970307.42,57009,14
39250,T970307.42,57010,21
39251,T970307.42,57011,23
39252,T970307.42,57012,13
39253,T970307.42,57013,20
39254,T970307.42,57014,26
39255,T970307.42,57015,9
39256,T970307.42,57016,14
39257,T970307.42,57017,8
39258,T970307.42,57018,12
39259,T970307.42,57019,18
39260,T970307.42,57020,14
39261,T970307.42,57021,21
39262,T970308.43,57074,5
39263,T970308.43,57075,10
39264,T970308.43,57076,37
39265,T970308.43,57077,32
39266,T970308.43,57078,10
39267,T970308.43,57079,49
39268,T970308.43,57080,19
39269,T970308.43,57081,17
39270,T970308.43,57082,24
39271,T970308.43,57083,22
39272,T970308.43,57084,24
39273,T970308.43,57085,26
39274,T970308.43,57086,29
39275,T970308.43,57087,10
39276,T970308.43,57088,35
39277,T970308.43,57089,30
39278,T970308.43,57090,12
39279,T970308.43,57091,23
39280,T970308.43,57092,15
39281,T970308.43,57093,9
39282,T970308.43,57094,2
39283,T970312.181,57095,3
39284,T970312.181,57096,25
39285,T970312.181,57097,38
39286,T970312.181,57098,12
39287,T970312.181,57099,29
39288,T970312.181,57100,40
39289,T970312.181,57101,28
39290,T970312.181,57102,50
39291,T970312.181,57103,10
39292,T970312.181,57104,30
39293,T970312.181,57105,9
39294,T970312.181,57106,15
39295,T970312.181,57107,15
39296,T970312.181,57108,26
39297,T970312.181,57109,19
39298,T970312.181,57110,14
39299,T970312.181,57111,11
39300,T970312.181,57112,35
39301,T970312.181,57113,27
39302,T970312.181,57114,33
39303,T970312.181,57115,7
39304,T970312.181,57116,36
39305,T970312.181,57117,23
39306,T970312.181,57118,7
39307,T970312.181,57119,7
39308,T970312.181,57120,14
39309,T970312.181,57121,7
39310,T970312.181,57122,2
39311,T970312.215,57123,2
39312,T970312.215,57124,13
39313,T970312.215,57125,3
39314,T970312.215,57126,19
39315,T970312.215,57127,24
39316,T970312.215,57128,19
39317,T970312.215,57129,40
39318,T970312.215,57130,28
39319,T970312.215,57131,20
39320,T970312.215,57132,27
39321,T970312.215,57133,13
39322,T970312.215,57134,37
39323,T970312.215,57135,26
39324,T970312.215,57136,36
39325,T970312.215,57137,21
39326,T970312.215,57138,13
39327,T970312.215,57139,44
39328,T970312.215,57140,51
39329,T970312.215,57141,51
39330,T970312.215,57142,22
39331,T970312.215,57143,26
39332,T970312.215,57144,34
39333,T970312.215,57145,10
39334,T970312.215,57146,47
39335,T970312.215,57147,21
39336,T970314.251,57182,3
39337,T970314.251,57183,43
39338,T970314.251,57184,24
39339,T970314.251,57185,8
39340,T970314.251,57186,31
39341,T970314.251,57187,21
39342,T970314.251,57188,15
39343,T970314.251,57189,26
39344,T970314.251,57190,44
39345,T970314.251,57191,30
39346,T970314.251,57192,14
39347,T970314.251,57193,10
39348,T970314.251,57194,19
39349,T970314.251,57195,17
39350,T970314.251,57196,22
39351,T970314.251,57197,20
39352,T970314.251,57198,40
39353,T970314.251,57199,28
39354,T970314.251,57200,25
39355,T970314.251,57201,19
39356,T970314.251,57202,12
39357,T970314.251,57203,21
39358,T970314.251,57204,12
39359,T970314.251,57205,19
39360,T970314.55,57148,4
39361,T970314.55,57149,19
39362,T970314.55,57150,23
39363,T970314.55,57151,53
39364,T970314.55,57152,12
39365,T970314.55,57153,7
39366,T970314.55,57154,35
39367,T970314.55,57155,11
39368,T970314.55,57156,15
39369,T970314.55,57157,15
39370,T970314.55,57158,10
39371,T970314.55,57159,21
39372,T970314.55,57160,21
39373,T970314.55,57161,14
39374,T970314.55,57162,25
39375,T970314.55,57163,25
39376,T970314.55,57164,19
39377,T970314.55,57165,13
39378,T970314.55,57166,10
39379,T970314.55,57167,9
39380,T970314.55,57168,14
39381,T970314.55,57169,11
39382,T970314.55,57170,27
39383,T970314.55,57171,18
39384,T970314.55,57172,15
39385,T970314.55,57173,21
39386,T970314.55,57174,30
39387,T970314.55,57175,16
39388,T970314.55,57176,16
39389,T970314.55,57177,12
39390,T970314.55,57178,8
39391,T970314.55,57179,41
39392,T970314.55,57180,12
39393,T970314.55,57181,2
39394,T970320.121,57242,5
39395,T970320.121,57243,18
39396,T970320.121,57244,4
39397,T970320.121,57245,44
39398,T970320.121,57246,8
39399,T970320.121,57247,29
39400,T970320.121,57248,11
39401,T970320.121,57249,4
39402,T970320.121,57250,38
39403,T970320.121,57251,68
39404,T970320.121,57252,29
39405,T970320.121,57253,22
39406,T970320.121,57254,17
39407,T970320.121,57255,25
39408,T970320.121,57256,18
39409,T970320.121,57257,33
39410,T970320.121,57258,25
39411,T970320.121,57259,17
39412,T970320.121,57260,14
39413,T970320.121,57261,35
39414,T970320.121,57262,18
39415,T970320.121,57263,20
39416,T970320.121,57264,12
39417,T970320.121,57265,23
39418,T970320.121,57266,19
39419,T970320.121,57267,19
39420,T970320.121,57268,12
39421,T970320.121,57269,5
39422,T970320.121,57270,19
39423,T970320.121,57271,8
39424,T970320.121,57272,18
39425,T970320.121,57273,12
39426,T970320.121,57274,9
39427,T970320.121,57275,38
39428,T970320.121,57276,37
39429,T970320.121,57277,17
39430,T970320.215,57278,4
39431,T970320.215,57279,6
39432,T970320.215,57280,19
39433,T970320.215,57281,29
39434,T970320.215,57282,40
39435,T970320.215,57283,38
39436,T970320.215,57284,21
39437,T970320.215,57285,11
39438,T970320.215,57286,9
39439,T970320.215,57287,38
39440,T970320.215,57288,12
39441,T970320.215,57289,12
39442,T970320.215,57290,20
39443,T970320.215,57291,28
39444,T970320.215,57292,30
39445,T970320.215,57293,51
39446,T970320.215,57294,17
39447,T970320.215,57295,40
39448,T970320.215,57296,36
39449,T970320.215,57297,33
39450,T970320.215,57298,16
39451,T970320.215,57299,13
39452,T970320.215,57300,32
39453,T970320.215,57301,2
39454,T970320.215,57302,7
39455,T970320.215,57303,11
39456,T970320.54,57206,4
39457,T970320.54,57207,15
39458,T970320.54,57208,7
39459,T970320.54,57209,36
39460,T970320.54,57210,17
39461,T970320.54,57211,24
39462,T970320.54,57212,20
39463,T970320.54,57213,10
39464,T970320.54,57214,31
39465,T970320.54,57215,26
39466,T970320.54,57216,24
39467,T970320.54,57217,9
39468,T970320.54,57218,14
39469,T970320.54,57219,12
39470,T970320.54,57220,11
39471,T970320.54,57221,9
39472,T970320.54,57222,11
39473,T970320.54,57223,15
39474,T970320.54,57224,7
39475,T970320.54,57225,13
39476,T970320.54,57226,7
39477,T970320.54,57227,9
39478,T970320.54,57228,29
39479,T970320.54,57229,22
39480,T970320.54,57230,8
39481,T970320.54,57231,7
39482,T970320.54,57232,15
39483,T970320.54,57233,27
39484,T970320.54,57234,11
39485,T970320.54,57235,10
39486,T970320.54,57236,2
39487,T970320.54,57237,31
39488,T970320.54,57238,13
39489,T970320.54,57239,13
39490,T970320.54,57240,10
39491,T970320.54,57241,2
39492,T970324.99,57304,3
39493,T970324.99,57305,5
39494,T970324.99,57306,38
39495,T970324.99,57307,37
39496,T970324.99,57308,11
39497,T970324.99,57309,16
39498,T970324.99,57310,11
39499,T970324.99,57311,13
39500,T970324.99,57312,9
39501,T970324.99,57313,22
39502,T970324.99,57314,27
39503,T970324.99,57315,15
39504,T970324.99,57316,12
39505,T970324.99,57317,21
39506,T970324.99,57318,33
39507,T970324.99,57319,24
39508,T970324.99,57320,5
39509,T970324.99,57321,29
39510,T970324.99,57322,6
39511,T970324.99,57323,29
39512,T970324.99,57324,22
39513,T970324.99,57325,20
39514,T970324.99,57326,9
39515,T970324.99,57327,16
39516,T970324.99,57328,14
39517,T970324.99,57329,40
39518,T970324.99,57330,21
39519,T970324.99,57331,2
39520,T970327.137,57332,6
39521,T970327.137,57333,15
39522,T970327.137,57334,20
39523,T970327.137,57335,23
39524,T970327.137,57336,25
39525,T970327.137,57337,17
39526,T970327.137,57338,36
39527,T970327.137,57339,23
39528,T970327.137,57340,18
39529,T970327.137,57341,7
39530,T970327.137,57342,32
39531,T970327.137,57343,41
39532,T970327.137,57344,10
39533,T970327.137,57345,38
39534,T970327.137,57346,13
39535,T970327.137,57347,25
39536,T970327.137,57348,17
39537,T970327.137,57349,41
39538,T970327.137,57350,29
39539,T970327.137,57351,33
39540,T970327.137,57352,16
39541,T970327.137,57353,37
39542,T970327.137,57354,22
39543,T970327.137,57355,14
39544,T970327.137,57356,2
39545,T970327.137,57357,5
39546,T970327.137,57358,5
39547,T970327.137,57359,6
39548,T970327.137,57360,12
39549,T970402.117,57361,2
39550,T970402.117,57362,4
39551,T970402.117,57363,7
39552,T970402.117,57364,5
39553,T970402.117,57365,36
39554,T970402.117,57366,37
39555,T970402.117,57367,37
